1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
1,2,3,4,5,6,7,8,9,10,11,9,11,14,15,15,17,18,19,5,12,22,23,24,25,26,27,28,29,30,31,18,27,33,18,36,37,38,39,40,41,42,43,44,45,16,47,23,22,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,65,17,49,51,56,18,71,72,73,72,68,55,27,19,34,14,23,66,17,63,64,70,73,63,50,17,5,21,19,20,19,57,33,1,69,23,64,70,74,71,66,63,61,78,72,73,70,25,37,4,41,23,26,75,71,72,71,72,72,72,71,71,72,75,67,69,70,68,72,69,67,65,67,64,72,71,69,67,69,74,70,73,73,74,74,65,71,67,73,68,66,72,68,70,74,74,73,73,71,73,70,73,66,79,72,72,72,71,72,73,73,74,72,72,76,72,79,71,76,73,71,72,73,72,71,72,71,70,74,71,72,76,74,76,72
