1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,9,20,21,22,23,24,22,26,27,28,29,27,30,29,30,29,33,33,31,9,32,31,28,29,31,32,30,30,28,31,28,32,37,37,29,25,35,37,26,32,31,32,31,33,34,31,34,23,30,32,32,29,28,31,31,15,29,27,30,31,29,17,34,26,30,8,18,14,6,5,10,6,13,10,30,33,29,32,33,27,29,29,33,33,30,32,35,31,32,30,17,31,34,31,35,31,29,29,33,34,31,30,30,29,25,30,36,25,36,30,34,32,31,30,32,36,30,27,27,7,25,27,33,32,33,32,31,22,34,34,30,34,34,30,31,34,35,33,33,32,19,31,31,15,29,28,31,31,32,33,37,30,17,19,35,31,35,28,19,32,33,30,18,31,30,34,33,32,33,34,34,34,34,36,35,35,32,33,33,35,35,33
